duration,start_station,end_station,plan_duration,st_year,st_month,st_day,st_hour,st_minute,end_year,end_month,end_day,end_hour,end_minute,bike_electric,pass_daypass,pass_indego30,pass_indego365,pass_walkup,trip_oneway,day_of_week,is_weekend,st_hr_sin,st_hr_cos,st_day_sin,st_day_cos,st_yr_sin,st_yr_cos
12,3097,3210,30,2025,4,29,11,8,2025,4,29,11,20,1,0,1,0,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
11,3185,3065,30,2025,9,20,21,39,2025,9,20,21,50,1,0,1,0,0,1,5,1,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
8,3054,3033,365,2025,1,1,6,27,2025,1,1,6,35,1,0,0,1,0,1,2,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
10,3359,3038,365,2024,3,29,7,23,2024,3,29,7,33,1,0,0,1,0,1,4,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
8,3029,3168,365,2024,2,21,10,37,2024,2,21,10,45,1,0,0,1,0,1,2,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
5,3047,3185,30,2021,8,20,16,36,2021,8,20,16,41,0,0,1,0,0,1,4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
29,3066,3211,30,2021,6,28,8,53,2021,6,28,9,22,0,0,1,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
11,3197,3064,30,2020,5,16,19,24,2020,5,16,19,35,1,0,1,0,0,1,5,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
4,3184,3020,365,2024,11,3,23,51,2024,11,3,23,55,0,0,0,1,0,1,6,1,-0.2588190451025215,0.965925826289068,0.9749279121818238,-0.2225209339563136,-0.5000000000000014,0.8660254037844378
42,3061,3037,1,2020,5,17,11,15,2020,5,17,11,57,1,1,0,0,0,1,6,1,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
11,3033,3073,365,2025,10,7,15,48,2025,10,7,15,59,0,0,0,1,0,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
35,3326,3326,30,2024,6,8,7,58,2024,6,8,8,33,0,0,1,0,0,0,5,1,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
9,3078,3025,365,2025,8,30,18,0,2025,8,30,18,9,1,0,0,1,0,1,5,1,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
11,3237,3398,30,2025,8,28,21,51,2025,8,28,22,3,0,0,1,0,0,1,3,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
5,3063,3012,30,2023,11,14,20,7,2023,11,14,20,12,1,0,1,0,0,1,1,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
17,3028,3314,30,2025,3,8,17,46,2025,3,8,18,3,0,0,1,0,0,1,5,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
14,3034,3201,30,2023,6,13,18,37,2023,6,13,18,51,0,0,1,0,0,1,1,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
17,3063,3037,30,2020,10,2,20,40,2020,10,2,20,57,0,0,1,0,0,1,4,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
8,3057,3054,30,2024,4,27,15,56,2024,4,27,16,4,0,0,1,0,0,1,5,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
12,3021,3156,30,2022,8,2,16,2,2022,8,2,16,14,1,0,1,0,0,1,1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
10,3102,3163,30,2020,6,27,15,17,2020,6,27,15,27,0,0,1,0,0,1,5,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
17,3114,3336,365,2024,1,31,8,38,2024,1,31,8,55,1,0,1,0,0,1,2,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
40,3050,3030,30,2021,5,24,19,1,2021,5,24,19,41,0,0,1,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
10,3058,3054,30,2022,4,23,20,7,2022,4,23,20,17,0,0,1,0,0,1,5,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
12,3078,3059,365,2023,3,22,16,16,2023,3,22,16,28,0,0,0,1,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
47,3030,3030,1,2025,8,23,15,37,2025,8,23,16,24,1,0,0,0,1,0,5,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
37,3256,3185,30,2025,12,20,16,57,2025,12,20,17,34,0,0,1,0,0,1,5,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
7,3098,3150,30,2023,2,17,11,28,2023,2,17,11,35,0,0,1,0,0,1,4,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
60,3071,3057,30,2022,5,17,18,1,2022,5,17,19,1,0,0,1,0,0,1,1,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
12,3028,3347,365,2025,10,29,20,36,2025,10,29,20,48,1,0,0,1,0,1,2,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
8,3170,3053,30,2021,9,16,8,9,2021,9,16,8,17,0,0,1,0,0,1,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
85,3102,3196,1,2020,6,6,18,19,2020,6,6,19,44,1,1,0,0,0,1,5,1,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
24,3169,3047,30,2020,4,29,14,32,2020,4,29,14,56,0,0,1,0,0,1,2,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
15,3168,3099,365,2023,6,27,21,2,2023,6,27,21,17,1,0,0,1,0,1,1,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
6,3152,3038,30,2020,9,30,7,42,2020,9,30,7,48,1,0,1,0,0,1,2,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
11,3244,3185,365,2022,1,21,18,19,2022,1,21,18,30,1,0,0,1,0,1,4,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
13,3073,3018,30,2024,5,20,13,4,2024,5,20,13,17,0,0,1,0,0,1,0,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
15,3032,3201,365,2024,11,12,7,52,2024,11,12,8,7,0,0,0,1,0,1,1,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
47,3261,3065,30,2022,12,16,19,1,2022,12,16,19,48,0,0,1,0,0,1,4,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
4,3022,3207,30,2023,3,4,19,44,2023,3,4,19,48,1,0,1,0,0,1,5,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
6,3007,3034,30,2025,2,21,23,19,2025,2,21,23,25,0,0,1,0,0,1,4,0,-0.2588190451025215,0.965925826289068,0.9749279121818238,-0.2225209339563136,-0.5000000000000014,0.8660254037844378
70,3256,3382,30,2026,3,19,16,29,2026,3,19,17,39,0,0,1,0,0,1,3,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
9,3200,3008,30,2024,9,25,16,12,2024,9,25,16,22,1,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
9,3061,3051,365,2024,6,1,18,52,2024,6,1,19,1,0,0,0,1,0,1,5,1,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
60,3329,3161,30,2025,11,9,12,37,2025,11,9,13,37,1,0,1,0,0,1,6,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
2,3061,3161,365,2023,9,27,10,28,2023,9,27,10,30,0,0,0,1,0,1,2,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
10,3318,3075,365,2025,5,30,18,48,2025,5,30,18,58,1,0,0,1,0,1,4,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
28,3322,3341,365,2024,8,11,15,54,2024,8,11,16,22,1,0,0,1,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
8,3066,3020,365,2024,8,8,10,19,2024,8,8,10,27,0,0,0,1,0,1,3,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
4,3020,3032,30,2024,11,29,19,34,2024,11,29,19,37,1,0,1,0,0,1,4,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
50,3047,3238,30,2022,7,28,18,21,2022,7,28,19,11,0,0,1,0,0,1,3,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
20,3296,3311,30,2024,6,11,12,31,2024,6,11,12,51,1,0,1,0,0,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
17,3068,3035,30,2020,10,8,0,41,2020,10,8,0,58,0,0,1,0,0,1,3,0,0.0,1.0,0.0,1.0,0.0,1.0
11,3006,3061,30,2025,3,31,12,20,2025,3,31,12,31,1,0,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
9,3086,3052,30,2020,7,30,7,51,2020,7,30,8,0,0,0,1,0,0,1,3,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
15,3051,3161,1,2024,6,5,15,43,2024,6,5,15,58,1,1,0,0,0,1,2,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
6,3342,3294,365,2024,6,22,11,0,2024,6,22,11,6,1,0,0,1,0,1,5,1,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
4,3020,3032,30,2025,10,9,7,5,2025,10,9,7,9,1,0,1,0,0,1,3,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
3,3249,3336,30,2023,6,27,15,57,2023,6,27,16,0,0,0,1,0,0,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
10,3202,3256,365,2022,7,12,22,24,2022,7,12,22,34,0,0,0,1,0,1,1,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
29,3058,3057,1,2021,7,21,10,37,2021,7,21,11,6,0,1,0,0,0,1,2,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
6,3362,3256,30,2025,1,26,15,29,2025,1,26,15,35,1,0,1,0,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
17,3052,3252,365,2024,8,12,14,45,2024,8,12,15,2,1,0,0,1,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
11,3248,3038,365,2023,8,1,7,45,2023,8,1,7,56,1,0,0,1,0,1,1,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
6,3362,3030,1,2025,4,16,11,55,2025,4,16,12,1,0,1,0,0,0,1,2,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
15,3182,3202,365,2020,11,29,11,58,2020,11,29,12,13,0,0,0,1,0,1,6,1,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
17,3192,3041,30,2021,8,18,22,36,2021,8,18,22,53,0,0,1,0,0,1,2,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
26,3032,3054,30,2023,4,12,13,41,2023,4,12,14,7,0,0,1,0,0,1,2,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
10,3321,3365,1,2025,6,21,10,0,2025,6,21,10,10,1,0,0,0,1,1,5,1,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
9,3208,3256,30,2022,8,5,10,44,2022,8,5,10,53,1,0,1,0,0,1,4,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
30,3022,3294,30,2024,4,29,21,3,2024,4,29,21,33,1,0,1,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
12,3385,3000,30,2026,3,18,17,18,2026,3,18,17,30,1,0,1,0,0,1,2,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
6,3061,3060,30,2021,9,3,13,3,2021,9,3,13,9,0,0,1,0,0,1,4,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
14,3086,3054,365,2024,3,10,15,24,2024,3,10,15,38,1,0,0,1,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
12,3066,3238,365,2024,7,1,6,18,2024,7,1,6,30,0,0,0,1,0,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
8,3043,3202,30,2022,3,11,7,14,2022,3,11,7,22,1,0,1,0,0,1,4,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
7,3155,3026,365,2021,8,14,8,37,2021,8,14,8,44,0,0,0,1,0,1,5,1,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
6,3208,3022,30,2023,5,11,17,4,2023,5,11,17,10,1,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
3,3203,3086,1,2022,7,3,21,7,2022,7,3,21,10,1,1,0,0,0,1,6,1,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
12,3114,3114,365,2022,1,23,21,1,2022,1,23,21,13,0,0,0,1,0,0,6,1,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
14,3072,3167,30,2022,1,26,16,54,2022,1,26,17,8,1,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
8,3077,3321,365,2023,12,24,21,39,2023,12,24,21,47,1,0,0,1,0,1,6,1,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
8,3071,3009,30,2021,7,29,3,53,2021,7,29,4,1,1,0,1,0,0,1,3,0,0.7071067811865476,0.7071067811865476,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17
18,3155,3154,30,2022,9,28,16,9,2022,9,28,16,27,0,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
22,3075,3057,1,2020,6,17,15,28,2020,6,17,15,50,0,1,0,0,0,1,2,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
5,3071,3336,365,2023,6,12,7,42,2023,6,12,7,47,0,0,0,1,0,1,0,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
26,3347,3058,30,2024,4,20,17,14,2024,4,20,17,40,0,0,1,0,0,1,5,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
31,3106,3212,1,2020,8,14,12,51,2020,8,14,13,22,0,1,0,0,0,1,4,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
4,3101,3363,30,2025,6,24,19,21,2025,6,24,19,25,0,0,1,0,0,1,1,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
7,3058,3161,365,2025,2,26,8,36,2025,2,26,8,43,1,0,0,1,0,1,2,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
5,3101,3098,30,2022,10,19,18,18,2022,10,19,18,23,0,0,1,0,0,1,2,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
4,3030,3244,30,2021,7,20,13,35,2021,7,20,13,39,1,0,1,0,0,1,1,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
23,3362,3063,365,2025,8,28,12,4,2025,8,28,12,27,1,0,0,1,0,1,3,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
7,3053,3164,30,2024,7,31,16,52,2024,7,31,16,59,1,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
29,3028,3169,1,2020,10,24,14,18,2020,10,24,14,47,0,1,0,0,0,1,5,1,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
10,3208,3190,30,2020,12,9,16,29,2020,12,9,16,39,0,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
14,3072,3203,365,2021,3,11,12,45,2021,3,11,12,59,0,0,0,1,0,1,3,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
4,3049,3072,30,2025,5,19,14,26,2025,5,19,14,30,1,0,1,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
32,3040,3370,365,2025,7,26,19,35,2025,7,26,20,7,1,0,0,1,0,1,5,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
11,3030,3294,365,2023,3,1,12,10,2023,3,1,12,21,0,0,0,1,0,1,2,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
9,3255,3061,30,2022,4,24,15,36,2022,4,24,15,45,0,0,1,0,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
9,3071,3071,30,2023,8,11,21,17,2023,8,11,21,26,1,0,1,0,0,0,4,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
10,3078,3012,30,2021,1,21,17,22,2021,1,21,17,32,0,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
9,3205,3032,30,2022,6,9,13,40,2022,6,9,13,49,1,0,1,0,0,1,3,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
2,3202,3202,30,2020,8,28,17,38,2020,8,28,17,40,0,0,1,0,0,0,4,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
15,3365,3299,365,2024,7,6,4,59,2024,7,6,5,14,1,0,0,1,0,1,5,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
47,3120,3212,1,2023,10,1,15,6,2023,10,1,15,53,1,1,0,0,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
5,3256,3066,30,2023,5,19,9,3,2023,5,19,9,8,0,0,1,0,0,1,4,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
21,3021,3158,365,2025,9,1,13,7,2025,9,1,13,28,1,0,0,1,0,1,0,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
5,3052,3010,30,2022,10,8,22,7,2022,10,8,22,12,0,0,1,0,0,1,5,1,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
14,3020,3058,365,2025,8,1,17,10,2025,8,1,17,24,1,0,0,1,0,1,4,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
25,3209,3259,30,2025,8,17,0,13,2025,8,17,0,38,1,0,1,0,0,1,6,1,0.0,1.0,0.0,1.0,0.0,1.0
6,3383,3166,30,2025,9,26,10,2,2025,9,26,10,8,1,0,1,0,0,1,4,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
6,3409,3345,365,2025,5,8,19,14,2025,5,8,19,20,0,0,0,1,0,1,3,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
11,3074,3009,30,2022,10,14,23,15,2022,10,14,23,26,1,0,1,0,0,1,4,0,-0.2588190451025215,0.965925826289068,0.9749279121818238,-0.2225209339563136,-0.5000000000000014,0.8660254037844378
19,3065,3121,30,2020,5,3,17,36,2020,5,3,17,55,0,0,1,0,0,1,6,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
14,3007,3397,30,2025,12,10,20,35,2025,12,10,20,49,1,0,1,0,0,1,2,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
64,3263,3163,30,2023,8,23,9,24,2023,8,23,10,28,0,0,1,0,0,1,2,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
19,3059,3350,30,2025,3,30,16,20,2025,3,30,16,39,1,0,1,0,0,1,6,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
4,3363,3101,365,2024,10,28,16,20,2024,10,28,16,24,0,0,0,1,0,1,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
14,3207,3102,365,2022,5,12,20,4,2022,5,12,20,18,1,0,0,1,0,1,3,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
12,3114,3264,30,2022,8,12,5,4,2022,8,12,5,16,1,0,1,0,0,1,4,0,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,0.4999999999999999,-0.8660254037844387
10,3032,3182,30,2021,11,11,12,16,2021,11,11,12,26,1,0,1,0,0,1,3,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
7,3061,3102,365,2022,11,10,19,53,2022,11,10,20,0,0,0,0,1,0,1,3,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
15,3157,3157,365,2025,12,2,15,56,2025,12,2,16,11,1,0,0,1,0,0,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
11,3166,3341,1,2025,3,30,0,14,2025,3,30,0,25,1,0,0,0,1,1,6,1,0.0,1.0,0.0,1.0,0.0,1.0
7,3158,3257,30,2023,10,6,8,47,2023,10,6,8,54,1,0,1,0,0,1,4,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
2,3197,3394,30,2025,9,8,11,41,2025,9,8,11,43,1,0,1,0,0,1,0,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
21,3088,3362,30,2025,11,8,22,6,2025,11,8,22,27,1,0,1,0,0,1,5,1,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
8,3155,3190,365,2022,1,24,12,8,2022,1,24,12,16,0,0,0,1,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
49,3305,3350,30,2024,9,4,20,53,2024,9,4,21,42,1,0,1,0,0,1,2,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
6,3360,3164,365,2024,4,17,15,48,2024,4,17,15,54,1,0,0,1,0,1,2,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
6,3318,3040,30,2024,9,26,22,19,2024,9,26,22,25,1,0,1,0,0,1,3,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
2,3256,3161,365,2025,9,23,17,37,2025,9,23,17,39,1,0,0,1,0,1,1,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
