duration,start_station,end_station,plan_duration,st_year,st_month,st_day,st_hour,st_minute,end_year,end_month,end_day,end_hour,end_minute,bike_electric,pass_daypass,pass_indego30,pass_indego365,pass_walkup,trip_oneway,day_of_week,is_weekend,st_hr_sin,st_hr_cos,st_day_sin,st_day_cos,st_yr_sin,st_yr_cos
50,3212,3212,30,2021,4,8,18,34,2021,4,8,19,24,0,0,1,0,0,0,3,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
9,3165,3032,365,2025,3,3,17,45,2025,3,3,17,54,0,0,0,1,0,1,0,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
24,3188,3068,30,2022,9,19,23,29,2022,9,19,23,53,1,0,1,0,0,1,0,0,-0.2588190451025215,0.965925826289068,0.9749279121818238,-0.2225209339563136,-0.5000000000000014,0.8660254037844378
16,3062,3010,30,2020,4,10,20,40,2020,4,10,20,56,0,0,1,0,0,1,4,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
5,3054,3108,30,2021,5,26,9,0,2021,5,26,9,5,0,0,1,0,0,1,2,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
11,3045,3045,30,2021,4,26,11,10,2021,4,26,11,21,0,0,1,0,0,0,0,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
10,3320,3182,1,2025,5,12,10,52,2025,5,12,11,2,1,0,0,0,1,1,0,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
8,3102,3235,365,2022,6,29,13,41,2022,6,29,13,49,0,0,0,1,0,1,2,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
47,3335,3061,30,2025,4,27,17,14,2025,4,27,18,1,0,0,1,0,0,1,6,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
81,3075,3201,30,2026,1,22,10,51,2026,1,22,12,12,1,0,1,0,0,1,3,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
6,3021,3058,365,2022,1,26,13,5,2022,1,26,13,11,1,0,0,1,0,1,2,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
13,3034,3073,30,2021,8,31,20,30,2021,8,31,20,43,0,0,1,0,0,1,1,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
10,3061,3009,30,2025,10,4,20,54,2025,10,4,21,4,0,0,1,0,0,1,5,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
52,3055,3057,1,2025,4,17,13,10,2025,4,17,14,2,1,1,0,0,0,1,3,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
11,3156,3059,30,2021,9,26,20,47,2021,9,26,20,58,0,0,1,0,0,1,6,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
7,3038,3032,30,2020,3,11,16,16,2020,3,11,16,23,0,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
5,3159,3009,365,2024,4,11,13,57,2024,4,11,14,2,1,0,0,1,0,1,3,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
14,3318,3157,30,2025,7,28,0,53,2025,7,28,1,7,1,0,1,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0
5,3161,3182,365,2023,7,3,8,16,2023,7,3,8,21,1,0,0,1,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
14,3099,3066,365,2023,12,13,18,17,2023,12,13,18,31,0,0,0,1,0,1,2,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
9,3068,3064,30,2025,9,15,20,22,2025,9,15,20,31,0,0,1,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
20,3338,3067,365,2026,3,10,8,18,2026,3,10,8,38,1,0,0,1,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
18,3200,3166,30,2022,10,4,17,5,2022,10,4,17,23,0,0,1,0,0,1,1,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
6,3032,3208,365,2021,6,7,21,40,2021,6,7,21,46,0,0,0,1,0,1,0,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
6,3244,3052,365,2022,10,30,21,56,2022,10,30,22,2,0,0,0,1,0,1,6,1,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
24,3185,3074,30,2024,11,19,14,44,2024,11,19,15,9,0,0,1,0,0,1,1,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
48,3266,3158,30,2022,9,4,22,35,2022,9,4,23,23,0,0,1,0,0,1,6,1,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
14,3254,3021,30,2025,9,12,15,40,2025,9,12,15,54,1,0,1,0,0,1,4,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
6,3020,3248,365,2024,7,9,7,45,2024,7,9,7,51,1,0,0,1,0,1,1,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
15,3331,3373,30,2025,8,15,7,37,2025,8,15,7,52,0,0,1,0,0,1,4,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
5,3261,3000,30,2024,8,1,13,19,2024,8,1,13,24,1,0,1,0,0,1,3,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
24,3047,3236,1,2022,5,3,12,59,2022,5,3,13,23,0,1,0,0,0,1,1,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
7,3047,3018,30,2023,4,3,12,41,2023,4,3,12,48,0,0,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
30,3100,3150,30,2020,5,10,18,15,2020,5,10,18,45,0,0,1,0,0,1,6,1,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
8,3124,3375,30,2024,8,21,20,2,2024,8,21,20,10,0,0,1,0,0,1,2,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
7,3046,3201,365,2024,4,15,21,12,2024,4,15,21,19,1,0,0,1,0,1,0,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
3,3237,3197,365,2023,11,10,0,13,2023,11,10,0,16,0,0,0,1,0,1,4,0,0.0,1.0,0.0,1.0,0.0,1.0
7,3155,3334,365,2024,2,8,20,30,2024,2,8,20,37,0,0,0,1,0,1,3,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680302,0.6234898018587329,-0.8660254037844387,-0.4999999999999998
26,3375,3208,365,2026,1,19,14,50,2026,1,19,15,16,1,0,0,1,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
9,3169,3026,30,2021,10,31,10,10,2021,10,31,10,19,0,0,1,0,0,1,6,1,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
9,3033,3066,365,2024,1,2,15,58,2024,1,2,16,7,1,0,0,1,0,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
15,3006,3253,30,2024,7,25,16,38,2024,7,25,16,53,0,0,1,0,0,1,3,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
24,3029,3098,1,2023,7,13,18,14,2023,7,13,18,38,1,1,0,0,0,1,3,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
7,3009,3156,365,2024,4,18,18,54,2024,4,18,19,1,1,0,0,1,0,1,3,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
64,3212,3212,1,2022,9,10,17,12,2022,9,10,18,16,0,1,0,0,0,0,5,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
15,3046,3266,30,2023,3,18,1,59,2023,3,18,2,14,1,0,1,0,0,1,5,1,0.2588190451025207,0.9659258262890684,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387
13,3374,3301,365,2026,3,29,10,44,2026,3,29,10,57,1,0,0,1,0,1,6,1,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
12,3208,3064,30,2022,9,7,15,5,2022,9,7,15,17,0,0,1,0,0,1,2,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
8,3167,3244,30,2022,8,30,21,33,2022,8,30,21,41,0,0,1,0,0,1,1,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
3,3097,3425,365,2026,2,4,11,26,2026,2,4,11,29,1,0,0,1,0,1,2,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
7,3102,3182,365,2025,2,17,6,49,2025,2,17,6,56,1,0,0,1,0,1,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
33,3074,3104,30,2021,4,19,0,22,2021,4,19,0,55,0,0,1,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0
8,3155,3050,30,2020,10,1,8,18,2020,10,1,8,26,0,0,1,0,0,1,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
12,3208,3301,365,2024,11,26,14,10,2024,11,26,14,22,0,0,0,1,0,1,1,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
9,3028,3055,30,2025,11,30,14,36,2025,11,30,14,45,0,0,1,0,0,1,6,1,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
23,3210,3054,30,2022,9,1,17,6,2022,9,1,17,29,0,0,1,0,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
5,3120,3374,365,2025,2,3,18,5,2025,2,3,18,10,1,0,0,1,0,1,0,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
11,3125,3022,30,2024,8,23,16,22,2024,8,23,16,33,1,0,1,0,0,1,4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
11,3029,3342,30,2024,4,22,15,10,2024,4,22,15,21,1,0,1,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
17,3021,3393,365,2025,9,23,16,5,2025,9,23,16,22,1,0,0,1,0,1,1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
4,3073,3371,365,2025,8,19,23,2,2025,8,19,23,6,1,0,0,1,0,1,1,0,-0.2588190451025215,0.965925826289068,0.9749279121818238,-0.2225209339563136,-0.5000000000000014,0.8660254037844378
7,3276,3185,30,2024,8,27,7,40,2024,8,27,7,47,1,0,1,0,0,1,1,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
4,3018,3045,365,2022,3,10,17,7,2022,3,10,17,11,0,0,0,1,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
14,3038,3297,30,2024,12,23,15,29,2024,12,23,15,43,1,0,1,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
6,3021,3054,365,2025,2,28,22,10,2025,2,28,22,16,1,0,0,1,0,1,4,0,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
7,3236,3200,30,2021,7,16,21,3,2021,7,16,21,10,1,0,1,0,0,1,4,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
11,3052,3163,30,2020,8,18,14,3,2020,8,18,14,14,0,0,1,0,0,1,1,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
5,3086,3010,365,2023,3,23,9,51,2023,3,23,9,56,1,0,0,1,0,1,3,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
10,3054,3102,365,2023,11,13,11,6,2023,11,13,11,16,1,0,0,1,0,1,0,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
11,3040,3055,365,2024,9,26,17,20,2024,9,26,17,31,1,0,0,1,0,1,3,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
10,3110,3072,30,2025,11,7,12,24,2025,11,7,12,34,1,0,1,0,0,1,4,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
9,3164,3033,365,2025,1,14,7,46,2025,1,14,7,55,1,0,0,1,0,1,1,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
14,3167,3170,30,2021,7,31,7,53,2021,7,31,8,7,0,0,1,0,0,1,5,1,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
9,3047,3018,30,2020,1,28,18,13,2020,1,28,18,22,0,0,1,0,0,1,1,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
7,3032,3064,365,2020,5,19,15,44,2020,5,19,15,51,0,0,0,1,0,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
13,3154,3378,30,2024,10,30,21,2,2024,10,30,21,15,0,0,1,0,0,1,2,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
14,3032,3158,30,2021,9,14,13,55,2021,9,14,14,9,1,0,1,0,0,1,1,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
13,3075,3123,30,2021,8,17,15,32,2021,8,17,15,45,0,0,1,0,0,1,1,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
27,3006,3028,30,2022,6,3,16,31,2022,6,3,16,58,1,0,1,0,0,1,4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
14,3032,3244,30,2024,10,18,21,44,2024,10,18,21,58,1,0,1,0,0,1,4,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
24,3287,3255,30,2023,10,25,18,6,2023,10,25,18,30,1,0,1,0,0,1,2,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
36,3110,3114,30,2020,7,5,17,44,2020,7,5,18,20,0,0,1,0,0,1,6,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
33,3157,3100,30,2020,9,4,19,17,2020,9,4,19,50,0,0,1,0,0,1,4,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
7,3054,3165,30,2026,1,13,8,12,2026,1,13,8,19,1,0,1,0,0,1,1,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
21,3164,3059,30,2021,9,20,2,23,2021,9,20,2,44,0,0,1,0,0,1,0,0,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001
2,3209,3024,30,2021,8,30,16,5,2021,8,30,16,7,0,0,1,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
5,3007,3025,30,2022,4,5,23,45,2022,4,5,23,50,0,0,1,0,0,1,1,0,-0.2588190451025215,0.965925826289068,0.9749279121818238,-0.2225209339563136,-0.5000000000000014,0.8660254037844378
3,3204,3059,365,2025,12,12,15,12,2025,12,12,15,15,1,0,0,1,0,1,4,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
41,3163,3163,30,2020,7,13,18,22,2020,7,13,19,3,0,0,1,0,0,0,0,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
12,3057,3057,1,2025,10,11,11,3,2025,10,11,11,15,0,1,0,0,0,0,5,1,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
45,3010,3010,30,2020,6,12,16,25,2020,6,12,17,10,0,0,1,0,0,0,4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
4,3098,3034,365,2023,2,19,7,36,2023,2,19,7,40,0,0,0,1,0,1,6,1,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
20,3168,3000,30,2021,9,18,11,50,2021,9,18,12,10,0,0,1,0,0,1,5,1,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
27,3116,3039,30,2022,9,17,22,3,2022,9,17,22,30,0,0,1,0,0,1,5,1,-0.5000000000000004,0.8660254037844384,0.7818314824680271,0.6234898018587369,-0.8660254037844392,0.4999999999999991
32,3391,3391,1,2025,3,31,18,30,2025,3,31,19,2,1,0,0,0,1,0,0,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
22,3070,3000,30,2021,9,21,11,49,2021,9,21,12,11,0,0,1,0,0,1,1,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
18,3296,3207,30,2023,10,18,16,41,2023,10,18,16,59,1,0,1,0,0,1,2,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
6,3041,3110,365,2025,8,21,18,22,2025,8,21,18,28,1,0,0,1,0,1,3,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
42,3256,3163,30,2024,2,2,16,26,2024,2,2,17,8,0,0,1,0,0,1,4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
64,3039,3039,30,2021,2,25,13,12,2021,2,25,14,16,0,0,1,0,0,0,3,0,-0.2588190451025208,-0.9659258262890684,-0.781831482468029,0.6234898018587346,0.5,0.8660254037844386
12,3088,3373,30,2024,2,24,11,44,2024,2,24,11,56,0,0,1,0,0,1,5,1,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
25,3157,3331,365,2025,8,21,21,20,2025,8,21,21,45,0,0,0,1,0,1,3,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
7,3114,3062,365,2021,5,27,8,24,2021,5,27,8,31,0,0,0,1,0,1,3,0,0.8660254037844387,-0.4999999999999998,0.7818314824680296,0.6234898018587337,-0.8660254037844385,-0.5000000000000004
49,3212,3212,365,2021,11,16,11,24,2021,11,16,12,13,0,0,0,1,0,0,1,0,0.258819045102521,-0.9659258262890682,-0.4338837391175562,-0.90096886790242,-0.5000000000000004,0.8660254037844384
45,3108,3202,365,2020,11,24,10,43,2020,11,24,11,28,0,0,0,1,0,1,1,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
12,3022,3018,365,2025,9,12,16,59,2025,9,12,17,11,1,0,0,1,0,1,4,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
11,3168,3009,30,2021,11,8,19,0,2021,11,8,19,11,0,0,1,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
6,3070,3166,30,2023,11,16,19,0,2023,11,16,19,6,0,0,1,0,0,1,3,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
8,3061,3182,365,2024,3,18,14,6,2024,3,18,14,14,0,0,0,1,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
19,3362,3425,365,2026,1,2,17,25,2026,1,2,17,44,1,0,0,1,0,1,4,0,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
17,3037,3162,30,2020,12,26,17,16,2020,12,26,17,33,0,0,1,0,0,1,5,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
4,3360,3164,30,2025,9,14,15,1,2025,9,14,15,5,0,0,1,0,0,1,6,1,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
8,3054,3120,30,2022,2,14,7,50,2022,2,14,7,58,0,0,1,0,0,1,0,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
18,3182,3121,30,2021,5,20,15,20,2021,5,20,15,38,0,0,1,0,0,1,3,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680284,0.6234898018587354,1.0,1.1943401194869637e-15
3,3286,3073,30,2023,10,10,18,22,2023,10,10,18,25,1,0,1,0,0,1,1,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
12,3168,3102,365,2024,7,11,21,22,2024,7,11,21,35,1,0,0,1,0,1,3,0,-0.7071067811865477,0.7071067811865474,-7.34788079488412e-16,1.0,-1.0,-4.286263797015736e-16
10,3208,3112,365,2023,1,28,17,19,2023,1,28,17,30,1,0,0,1,0,1,5,1,-0.9659258262890684,-0.2588190451025206,0.433883739117557,-0.9009688679024196,0.4999999999999998,-0.8660254037844388
11,3028,3168,30,2022,11,10,6,42,2022,11,10,6,53,1,0,1,0,0,1,3,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
3,3116,3205,30,2023,5,1,9,7,2023,5,1,9,10,0,0,1,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
20,3353,3037,30,2024,5,17,12,2,2024,5,17,12,22,1,0,1,0,0,1,4,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563148,-2.4492935982947064e-16,1.0
6,3167,3205,30,2020,1,28,16,24,2020,1,28,16,30,0,0,1,0,0,1,1,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
15,3004,3057,1,2020,8,1,10,4,2020,8,1,10,19,1,1,0,0,0,1,5,1,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
5,3035,3207,365,2021,5,19,18,43,2021,5,19,18,48,1,0,0,1,0,1,2,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
13,3022,3182,30,2021,4,25,16,48,2021,4,25,17,1,0,0,1,0,0,1,6,1,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563138,0.8660254037844392,-0.4999999999999992
8,3284,3369,30,2024,6,3,10,6,2024,6,3,10,14,1,0,1,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,0.4338837391175584,-0.9009688679024188,-0.8660254037844386,0.5000000000000001
13,3190,3098,30,2023,6,11,18,33,2023,6,11,18,46,1,0,1,0,0,1,6,1,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
17,3370,3291,30,2025,11,15,19,48,2025,11,15,20,5,1,0,1,0,0,1,5,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
14,3052,3114,365,2021,10,20,19,41,2021,10,20,19,55,0,0,0,1,0,1,2,0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.222520933956315,-0.4999999999999991,-0.8660254037844392
34,3041,3121,30,2022,5,20,2,3,2022,5,20,2,37,0,0,1,0,0,1,4,0,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.8660254037844386,0.5000000000000001
11,3157,3055,365,2025,11,23,9,52,2025,11,23,10,3,0,0,0,1,0,1,6,1,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
10,3361,3294,365,2026,1,18,14,30,2026,1,18,14,40,1,0,0,1,0,1,6,1,-0.4999999999999997,-0.8660254037844388,-4.898587196589413e-16,1.0,0.8660254037844384,0.5000000000000004
3,3063,3203,365,2025,11,25,7,10,2025,11,25,7,13,0,0,0,1,0,1,1,0,0.9659258262890684,-0.2588190451025206,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388
8,3150,3363,365,2024,4,25,9,11,2024,4,25,9,19,1,0,0,1,0,1,3,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563141,-1.0,-1.8369701987210294e-16
5,3295,3010,365,2023,9,28,18,45,2023,9,28,18,50,0,0,0,1,0,1,3,0,-1.0,-1.8369701987210294e-16,-0.4338837391175575,-0.9009688679024194,3.673940397442059e-16,-1.0
